geometry,composition,function,structure
POINT (25.631624999996987 -25.96237499999695),0.7383666038513184,1335,0
POINT (25.735624999996976 -25.29437499999703),0.8653938174247742,1264,0
POINT (25.730124999996978 -25.27037499999703),0.8653938174247742,1384,0
POINT (25.261624999997032 -25.234874999997036),0.7118038535118103,995,0
POINT (25.756874999996974 -25.71987499999698),0.7180386781692505,1009,0
POINT (25.78687499999697 -25.96012499999695),0.7473116517066956,981,0
POINT (25.411374999997015 -25.917624999996953),0.701941728591919,1133,0
POINT (25.26887499999703 -25.666374999996982),0.6882660388946533,891,0
POINT (25.916624999996955 -26.002624999996943),0.751278817653656,899,0
POINT (25.570624999996994 -25.80562499999697),0.725861668586731,1020,0
POINT (25.161124999997043 -25.24962499999703),0.7454743981361389,1167,0
POINT (25.61837499999699 -25.901374999996957),0.3188035488128662,1164,0
POINT (25.246874999997033 -25.18812499999704),0.7129369378089905,904,0
POINT (25.766124999996972 -25.549874999996998),0.7280571460723877,1147,0
POINT (25.829624999996966 -26.012374999996943),0.7199192643165588,1028,0
POINT (25.839374999996963 -25.86387499999696),0.752993643283844,1026,10
POINT (25.302624999997025 -25.20337499999704),0.42898809909820557,900,0
POINT (25.87487499999696 -25.610374999996992),0.96469646692276,923,0
POINT (25.713124999996978 -25.28987499999703),0.8653938174247742,1177,0
POINT (25.404374999997014 -25.87162499999696),0.701941728591919,840,0
POINT (25.69787499999698 -25.256624999997033),0.7097918391227722,1641,0
POINT (26.006124999996945 -25.688624999996982),0.7521247863769531,836,0
POINT (25.19762499999704 -25.487874999997004),0.427962064743042,673,0
POINT (25.800124999996967 -25.309624999997027),0.36872366070747375,977,0
POINT (25.533874999997 -25.677874999996984),0.7007715702056885,1080,0
POINT (25.18087499999704 -25.738374999996974),0.704226553440094,1053,0
POINT (26.035124999996942 -25.568624999996995),0.75672847032547,1241,0
POINT (25.566374999996995 -25.70162499999698),0.7007715702056885,980,0
POINT (25.419124999997013 -25.840124999996963),0.701941728591919,870,0
POINT (26.015124999996942 -25.947374999996953),0.7482118606567383,981,1
POINT (25.530124999997 -25.736374999996976),0.7007715702056885,769,0
POINT (25.412874999997015 -25.87787499999696),0.701941728591919,961,0
POINT (25.604624999996993 -25.585874999996992),0.7002813220024109,1094,0
POINT (25.184874999997042 -25.37137499999702),0.7215878367424011,1114,0
POINT (25.18012499999704 -25.226874999997037),0.7129369378089905,837,0
POINT (25.492124999997003 -25.916874999996956),0.6965083479881287,1213,0
POINT (25.400874999997015 -25.315874999997025),0.6899824142456055,1045,0
POINT (25.37362499999702 -25.310874999997026),0.6899824142456055,743,0
POINT (25.97337499999695 -25.689374999996982),0.7504733204841614,943,0
POINT (25.63512499999699 -25.831874999996966),0.7157229781150818,860,0
POINT (25.651624999996987 -25.95312499999695),0.7383666038513184,1126,1
POINT (25.497874999997006 -25.69212499999698),0.8244389295578003,1041,0
POINT (25.86462499999696 -25.162874999997044),0.7720166444778442,1013,0
POINT (25.830624999996964 -25.990124999996947),0.751278817653656,995,0
POINT (25.37112499999702 -25.800874999996967),0.7035081386566162,914,0
POINT (25.309374999997026 -25.376124999997018),0.4143472909927368,757,0
POINT (25.80262499999697 -25.205374999997037),0.7618403434753418,1340,8
POINT (25.543374999997 -25.299124999997026),0.6829673647880554,921,0
POINT (25.176124999997043 -25.200374999997038),0.7129369378089905,1077,0
POINT (25.749124999996976 -25.816374999996967),0.749320387840271,1061,0
POINT (25.916124999996956 -25.668874999996984),0.7305774092674255,1086,0
POINT (25.67587499999698 -25.308124999997027),0.7097918391227722,1009,0
POINT (25.538624999996998 -25.536874999997),0.8325120806694031,838,0
POINT (25.608874999996992 -25.69137499999698),0.7000875473022461,690,0
POINT (25.43787499999701 -25.18312499999704),0.7133761644363403,1436,0
POINT (25.252874999997033 -25.29087499999703),0.4095447361469269,1111,0
POINT (25.21312499999704 -25.322124999997026),0.6954651474952698,1115,0
POINT (25.733624999996977 -25.67887499999698),0.3372846245765686,768,0
POINT (25.685624999996982 -25.67962499999698),0.37766778469085693,1222,0
POINT (25.94412499999695 -26.04312499999694),0.3020158112049103,1057,0
POINT (25.220874999997037 -25.314374999997025),0.6954651474952698,916,0
POINT (25.418374999997013 -25.471624999997008),0.686327338218689,933,0
POINT (25.244124999997034 -25.520374999997003),0.4251897931098938,822,0
POINT (25.816874999996966 -25.509624999997),0.7280571460723877,953,0
POINT (25.677624999996983 -25.634624999996987),0.36172187328338623,1091,0
POINT (25.297124999997028 -25.152874999997046),0.7162034511566162,986,0
POINT (25.234374999997033 -25.891124999996958),0.7146801948547363,1052,0
POINT (25.430874999997013 -25.677624999996983),0.4024234712123871,1020,0
POINT (26.004624999996945 -25.233124999997035),0.7718888521194458,940,0
POINT (25.842624999996964 -25.72587499999698),0.7305774092674255,979,0
POINT (25.325374999997024 -25.398124999997016),0.7105681896209717,1096,0
POINT (25.666874999996985 -25.421374999997013),0.71202552318573,1126,0
POINT (25.538624999996998 -25.882874999996957),0.7030383348464966,1184,0
POINT (25.829874999996964 -25.170874999997043),0.7687653303146362,1481,0
POINT (25.236374999997036 -25.45087499999701),0.7252752780914307,999,0
POINT (25.24887499999703 -25.18362499999704),0.7129369378089905,1154,0
POINT (25.158874999997042 -25.553624999996998),0.7238513827323914,896,0
POINT (25.746874999996976 -25.227874999997034),0.6719819903373718,1044,0
POINT (25.917624999996953 -25.62412499999699),0.7330316305160522,1012,0
POINT (25.761874999996973 -25.995124999996946),0.7473116517066956,1039,0
POINT (26.006874999996946 -25.572374999996995),0.7412026524543762,1220,2
POINT (25.258624999997032 -25.546874999996998),0.6854530572891235,860,0
POINT (26.04262499999694 -25.16462499999704),0.7420315742492676,1380,0
POINT (25.553374999996997 -25.936374999996954),0.7215920090675354,1326,0
POINT (26.824124999996847 -25.811624999996965),0.33954593539237976,1317,0
POINT (26.928624999996835 -25.235374999997035),0.7410339713096619,992,1
POINT (26.57112499999688 -26.013124999996943),0.29042181372642517,1223,0
POINT (26.265624999996913 -25.720874999996976),0.7499830722808838,1352,14
POINT (26.321374999996905 -25.408374999997015),0.7396081686019897,1093,0
POINT (26.89162499999684 -25.162124999997044),0.7490708231925964,872,0
POINT (26.574374999996877 -25.927874999996952),0.3660299479961395,1042,0
POINT (26.265624999996913 -25.69937499999698),0.7499830722808838,953,10
POINT (26.759124999996857 -25.27312499999703),0.7647419571876526,1390,0
POINT (26.917374999996838 -25.85687499999696),0.7505106925964355,1136,12
POINT (26.21737499999692 -25.43562499999701),0.96469646692276,1228,0
POINT (26.729624999996858 -25.642874999996987),0.784691333770752,1022,0
POINT (26.847124999996844 -25.97187499999695),0.7464664578437805,927,0
POINT (26.265624999996913 -25.472124999997007),0.7354462146759033,1870,11
POINT (26.507874999996886 -25.45537499999701),0.7596299052238464,1346,3
POINT (26.077874999996936 -26.029374999996943),0.7489863634109497,1273,0
POINT (26.076624999996938 -25.45562499999701),0.7339081168174744,1368,1
POINT (26.263374999996913 -25.330374999997023),0.7396081686019897,1666,9
POINT (26.491874999996888 -25.528874999997),0.7350735068321228,1257,1
POINT (26.46037499999689 -25.730624999996976),0.7554064989089966,1242,9
POINT (26.083124999996937 -25.43862499999701),0.7325978875160217,1851,14
POINT (26.91237499999684 -25.845874999996962),0.7505106925964355,981,4
POINT (26.831374999996846 -25.858624999996962),0.7439755797386169,1033,0
POINT (26.3931249999969 -25.70162499999698),0.7544545531272888,1543,14
POINT (26.569374999996878 -25.59312499999699),0.7702555656433105,1078,0
POINT (26.755874999996855 -25.235374999997035),0.7562633752822876,1671,0
POINT (26.453374999996893 -25.920374999996955),0.7502742409706116,1168,0
POINT (26.259124999996914 -25.320124999997024),0.7371112108230591,1536,3
POINT (26.077624999996935 -25.399374999997015),0.7280922532081604,852,0
POINT (26.917374999996838 -25.659374999996984),0.735663652420044,1223,0
POINT (26.19162499999692 -25.70162499999698),0.7667422890663147,1479,6
POINT (26.784624999996854 -26.021374999996944),0.3307432234287262,1213,0
POINT (26.883374999996843 -25.78587499999697),0.20669910311698914,1736,15
POINT (26.239624999996916 -25.68912499999698),0.7667422890663147,2062,15
POINT (26.788624999996852 -25.221374999997035),0.7373548150062561,1511,2
POINT (26.3753749999969 -25.299124999997026),0.7337664365768433,1324,5
POINT (26.911124999996836 -25.63287499999699),0.7310836315155029,1032,0
POINT (26.524374999996883 -26.03987499999694),0.29042181372642517,995,0
POINT (26.675374999996865 -25.94537499999695),0.7447576522827148,1142,0
POINT (26.29162499999691 -25.69637499999698),0.20669910311698914,2074,8
POINT (26.058624999996937 -25.64012499999699),0.7669021487236023,1751,13
POINT (26.199874999996922 -25.69687499999698),0.7667422890663147,1117,0
POINT (26.184374999996923 -26.030124999996943),0.7512733340263367,1071,0
POINT (26.736124999996857 -25.843374999996964),0.7485543489456177,1777,8
POINT (26.3936249999969 -25.998374999996944),0.7521613836288452,337,3
POINT (26.323624999996905 -25.517624999997),0.7338466048240662,958,0
POINT (26.053624999996938 -25.603874999996993),0.7669021487236023,1454,8
POINT (26.930624999996837 -25.491874999997005),0.7319744229316711,1255,0
POINT (26.842124999996845 -25.84137499999696),0.3494330644607544,987,0
POINT (26.082624999996934 -25.824624999996967),0.9831862449645996,959,0
POINT (26.078124999996934 -25.455874999997008),0.7339081168174744,1410,2
POINT (26.344124999996904 -25.71137499999698),0.7544545531272888,1274,17
POINT (26.89462499999684 -25.506874999997002),0.7315782308578491,1440,7
POINT (26.087624999996933 -25.741874999996977),0.769169270992279,1038,0
POINT (26.252624999996915 -25.18162499999704),0.7413879632949829,987,0
POINT (26.20312499999692 -25.422874999997013),0.96469646692276,731,7
POINT (26.497874999996885 -25.160374999997043),0.7861690521240234,1240,0
POINT (26.775124999996855 -25.97712499999695),0.31649771332740784,1035,10
POINT (26.420124999996897 -25.516624999997003),0.96469646692276,1545,11
POINT (26.169374999996926 -25.575374999996995),0.7445805668830872,1877,9
POINT (26.55237499999688 -25.300624999997027),0.779678225517273,1105,0
POINT (26.797624999996852 -25.35737499999702),0.7386746406555176,1151,1
POINT (26.481124999996887 -25.668624999996982),0.7331040501594543,1496,0
POINT (26.20487499999692 -25.27812499999703),0.7347425818443298,1378,0
POINT (26.936624999996834 -25.991624999996947),0.35628223419189453,920,0
POINT (26.931624999996835 -25.94312499999695),0.327554851770401,1150,0
POINT (26.072874999996937 -25.247874999997034),0.7363990545272827,1313,0
POINT (26.273624999996912 -25.408374999997015),0.7396081686019897,1438,3
POINT (26.3718749999969 -25.380624999997018),0.3685981035232544,1231,4
POINT (26.747124999996856 -25.28387499999703),0.7646787166595459,1537,8
POINT (26.89837499999684 -25.233624999997033),0.745974600315094,788,6
POINT (26.72362499999686 -25.779624999996972),0.7497065663337708,1375,8
POINT (26.931124999996836 -25.721874999996977),0.757957935333252,1666,11
POINT (26.53287499999688 -25.817874999996967),0.7484152317047119,1749,10
POINT (26.847124999996844 -26.014624999996943),0.34803760051727295,1450,0
POINT (26.63887499999687 -25.20787499999704),0.7671658396720886,928,0
POINT (26.659124999996866 -25.45187499999701),0.7600085735321045,1067,1
POINT (26.23037499999692 -25.545374999996998),0.7445805668830872,1625,6
POINT (26.70137499999686 -25.295374999997026),0.7646787166595459,1265,2
POINT (26.749624999996858 -25.420624999997013),0.96469646692276,1085,0
POINT (26.72062499999686 -25.457374999997008),0.7667635679244995,1191,0
POINT (26.21187499999692 -25.43337499999701),0.96469646692276,1258,2
POINT (26.86237499999684 -25.69287499999698),0.7494993805885315,1135,7
POINT (26.21737499999692 -25.70687499999698),0.7667422890663147,1486,1
POINT (26.860374999996843 -26.008374999996946),0.32735100388526917,1715,1
POINT (26.436374999996893 -25.551874999996997),0.96469646692276,1092,2
POINT (26.096124999996935 -25.659624999996986),0.769169270992279,1260,1
POINT (26.742124999996857 -25.59837499999699),0.7624832391738892,1469,7
POINT (26.56812499999688 -25.43337499999701),0.7596299052238464,664,0
POINT (26.750374999996858 -25.43512499999701),0.7678797245025635,1574,3
POINT (26.11012499999693 -25.70387499999698),0.769169270992279,1244,0
POINT (26.400874999996898 -25.965624999996948),0.7521613836288452,1050,0
POINT (26.176624999996925 -25.478624999997006),0.7343457341194153,1644,0
POINT (26.914124999996837 -25.28312499999703),0.7255633473396301,1060,0
POINT (26.685624999996865 -25.732874999996977),0.7646334171295166,1995,11
POINT (26.71862499999686 -25.94487499999695),0.20669910311698914,1423,4
POINT (26.403624999996897 -25.481874999997007),0.96469646692276,1376,0
POINT (26.440124999996893 -25.76162499999697),0.7491695880889893,1226,4
POINT (26.465874999996892 -25.28037499999703),0.7363606095314026,1190,0
POINT (26.20187499999692 -26.035124999996942),0.7512733340263367,1109,0
POINT (26.117874999996932 -25.581874999996995),0.767303466796875,1397,2
POINT (26.867874999996843 -25.808374999996968),0.20669910311698914,838,0
POINT (26.527124999996882 -25.631124999996988),0.7702555656433105,881,0
POINT (26.10737499999693 -26.013374999996945),0.7498319149017334,1202,0
POINT (26.3996249999969 -25.493124999997004),0.96469646692276,1737,8
POINT (26.946374999996834 -25.732874999996977),0.757957935333252,1350,5
POINT (26.549374999996882 -25.573874999996995),0.7721384167671204,1542,11
POINT (26.91537499999684 -25.456624999997008),0.7386614084243774,1609,10
POINT (26.89562499999684 -25.801624999996967),0.7503669261932373,1273,7
POINT (26.098874999996934 -25.392874999997016),0.3594369888305664,765,0
POINT (26.598624999996876 -25.466124999997007),0.7600085735321045,725,8
POINT (26.71887499999686 -25.16687499999704),0.767612874507904,1390,1
POINT (26.14987499999693 -25.829374999996965),0.7533663511276245,1027,0
POINT (26.851624999996844 -25.43712499999701),0.7384474873542786,1423,6
POINT (26.755374999996857 -25.45062499999701),0.7678797245025635,1163,0
POINT (26.62887499999687 -25.468124999997006),0.7600085735321045,1320,1
POINT (26.82962499999685 -25.158374999997044),0.7477259635925293,798,0
POINT (26.361624999996902 -25.538124999997),0.7351465225219727,1556,0
POINT (26.941124999996834 -25.742874999996975),0.757957935333252,1283,6
POINT (26.54387499999688 -25.28262499999703),0.779678225517273,828,0
POINT (26.753624999996855 -25.474874999997006),0.7678797245025635,1014,0
POINT (26.198624999996923 -26.048374999996938),0.7512733340263367,906,0
POINT (26.258124999996916 -25.36837499999702),0.7396081686019897,1488,9
POINT (26.4041249999969 -25.502624999997003),0.96469646692276,1569,1
POINT (26.176624999996925 -25.77787499999697),0.751707911491394,1090,3
POINT (26.772874999996855 -25.87062499999696),0.3738771080970764,1266,0
POINT (26.090124999996934 -25.843624999996962),0.9831862449645996,837,0
POINT (26.87787499999684 -25.330374999997023),0.7299202084541321,1000,0
POINT (26.54837499999688 -25.79762499999697),0.7484152317047119,1687,12
POINT (26.182124999996923 -25.501124999997003),0.7445805668830872,1767,11
POINT (26.54387499999688 -25.77262499999697),0.3180326223373413,1078,0
POINT (26.689124999996864 -25.920874999996954),0.3487461507320404,1624,8
POINT (26.942874999996835 -25.84862499999696),0.7505106925964355,1406,10
POINT (26.402374999996898 -25.667374999996984),0.7321490049362183,1283,0
POINT (26.3816249999969 -25.721874999996977),0.7544545531272888,1162,6
POINT (26.750874999996856 -25.28387499999703),0.7647419571876526,1450,0
POINT (26.90012499999684 -25.965624999996948),0.3706781566143036,1150,0
POINT (26.943374999996834 -25.88387499999696),0.7505106925964355,1357,12
POINT (26.72362499999686 -25.643124999996985),0.784691333770752,912,0
POINT (26.567624999996877 -25.571624999996995),0.7721384167671204,1562,12
POINT (26.14912499999693 -25.79687499999697),0.7533663511276245,1135,0
POINT (26.593124999996874 -25.769124999996972),0.748747706413269,1122,0
POINT (26.595124999996877 -25.413374999997014),0.7693291902542114,1495,2
POINT (26.224874999996917 -25.37437499999702),0.737115740776062,1539,11
POINT (26.05537499999694 -25.578624999996993),0.75672847032547,1458,5
POINT (26.73362499999686 -25.845124999996962),0.7485543489456177,1572,7
POINT (26.713374999996862 -25.26812499999703),0.7646787166595459,1194,1
POINT (26.254124999996915 -25.38312499999702),0.7396081686019897,1822,1
POINT (26.652624999996867 -25.332874999997024),0.7750475406646729,1001,0
POINT (26.558124999996878 -25.70587499999698),0.7705824375152588,1638,9
POINT (26.255124999996916 -25.408624999997013),0.7396081686019897,1653,1
POINT (26.46712499999689 -25.18837499999704),0.781687319278717,1199,0
POINT (26.514374999996885 -25.79387499999697),0.7484152317047119,1597,8
POINT (26.072874999996937 -25.908874999996957),0.7513177394866943,948,0
POINT (26.91162499999684 -26.04262499999694),0.3682953119277954,1194,0
POINT (26.65512499999687 -26.03112499999694),0.7506468296051025,1009,0
POINT (26.21262499999692 -25.255624999997032),0.7347425818443298,1159,0
POINT (26.758374999996857 -25.28037499999703),0.7647419571876526,1093,0
POINT (26.499124999996887 -25.675374999996983),0.7331040501594543,1123,0
POINT (26.54587499999688 -25.68762499999698),0.7705824375152588,1489,9
POINT (26.77887499999685 -25.88412499999696),0.7439755797386169,1001,2
POINT (26.3671249999969 -25.226374999997034),0.7831065654754639,966,0
POINT (26.073124999996935 -25.747874999996974),0.7676506042480469,1060,0
POINT (26.755374999996857 -25.16612499999704),0.7724226713180542,1136,0
POINT (26.604874999996873 -25.981624999996946),0.366105318069458,1105,0
POINT (26.916124999996835 -25.308874999997027),0.7255633473396301,1223,0
POINT (26.82962499999685 -25.183374999997042),0.7373548150062561,1062,0
POINT (26.13687499999693 -25.559124999996996),0.7342291474342346,807,2
POINT (26.915874999996838 -25.728124999996975),0.757957935333252,1006,7
POINT (26.65612499999687 -25.491874999997005),0.7600085735321045,847,1
POINT (26.356624999996903 -25.210624999997037),0.7831065654754639,1065,0
POINT (26.155624999996927 -25.669374999996982),0.769169270992279,971,0
POINT (26.402374999996898 -25.484874999997004),0.96469646692276,1389,6
POINT (26.351374999996903 -25.532374999997),0.7351465225219727,1437,0
POINT (26.071874999996936 -25.734874999996975),0.7676506042480469,1217,0
POINT (26.46937499999689 -26.02662499999694),0.7509257793426514,985,0
POINT (26.87787499999684 -25.166374999997043),0.7490708231925964,1161,2
POINT (26.055624999996937 -25.534874999997),0.75672847032547,1352,4
POINT (26.914124999996837 -25.478624999997006),0.7319744229316711,909,0
POINT (26.649874999996868 -25.85962499999696),0.3122897744178772,996,0
POINT (26.257624999996914 -25.64087499999699),0.7553226947784424,973,0
POINT (26.72162499999686 -25.62087499999699),0.784691333770752,1161,0
POINT (26.223374999996917 -25.412124999997015),0.737115740776062,1659,3
POINT (26.913624999996838 -25.298624999997028),0.7255633473396301,1184,0
POINT (26.940624999996835 -25.174624999997043),0.7410339713096619,1324,2
POINT (26.800624999996852 -25.314124999997027),0.7286555171012878,1092,0
POINT (26.768624999996856 -25.929124999996954),0.746414065361023,1219,5
POINT (26.785874999996853 -25.19387499999704),0.7373548150062561,1499,1
POINT (26.660124999996867 -25.560874999996997),0.7642896771430969,1519,0
POINT (26.72912499999686 -25.845374999996963),0.7485543489456177,1238,0
POINT (26.934374999996834 -25.669624999996984),0.735663652420044,1448,1
POINT (26.374374999996903 -25.62012499999699),0.7298545241355896,1343,0
POINT (26.256374999996915 -25.489624999997005),0.7354462146759033,1548,1
POINT (26.600374999996873 -25.320624999997026),0.768286406993866,1309,0
POINT (26.443624999996892 -26.014874999996945),0.7509257793426514,1091,0
POINT (26.55487499999688 -25.988624999996947),0.302295058965683,869,0
POINT (26.256124999996914 -25.923124999996954),0.7569353580474854,1344,0
POINT (26.55012499999688 -25.388124999997018),0.7627582550048828,1378,7
POINT (26.55762499999688 -25.63062499999699),0.7702555656433105,1273,0
POINT (26.53437499999688 -25.34862499999702),0.7627582550048828,1559,9
POINT (27.540624999996762 -25.44112499999701),0.8163173198699951,1347,5
POINT (27.639124999996753 -25.562874999996996),0.4028022587299347,1643,9
POINT (27.604874999996756 -26.04262499999694),0.3801116347312927,1233,0
POINT (27.777624999996736 -25.182624999997042),0.96469646692276,892,0
POINT (27.64337499999675 -25.642624999996986),0.7309831976890564,1553,0
POINT (27.601624999996755 -25.29062499999703),0.96469646692276,1436,0
POINT (27.217874999996802 -25.659624999996986),0.3344723582267761,501,4
POINT (27.195624999996806 -25.67662499999698),0.7198194861412048,1021,0
POINT (26.96887499999683 -25.491624999997004),0.7319744229316711,1291,0
POINT (27.12237499999681 -25.225374999997037),0.96469646692276,1217,0
POINT (27.279874999996796 -25.575624999996993),0.7257552742958069,874,0
POINT (27.293624999996794 -25.997374999996946),0.3634484112262726,843,0
POINT (27.808874999996732 -25.541374999997),0.410036563873291,2026,4
POINT (26.98462499999683 -25.37787499999702),0.7385580539703369,1876,6
POINT (27.65837499999675 -25.571124999996997),0.40849897265434265,1322,7
POINT (27.376374999996784 -25.323874999997024),0.7454482316970825,1588,9
POINT (27.607374999996757 -25.690124999996982),0.7305664420127869,880,11
POINT (26.962374999996833 -25.35237499999702),0.7385580539703369,1580,2
POINT (27.259124999996796 -25.167124999997043),0.7351340651512146,1165,0
POINT (27.33412499999679 -26.049124999996938),0.7428253293037415,1775,10
POINT (27.037874999996824 -25.977624999996948),0.7442542910575867,1119,0
POINT (27.690124999996748 -25.70312499999698),0.7221161723136902,184,8
POINT (27.287124999996795 -25.338624999997023),0.7400925159454346,1330,7
POINT (27.467624999996772 -25.61137499999699),0.7299534678459167,679,5
POINT (27.379874999996783 -25.908874999996957),0.7471209168434143,1935,3
POINT (27.620624999996753 -25.831624999996965),0.7465459704399109,1620,0
POINT (27.31237499999679 -25.18887499999704),0.7791848182678223,1243,0
POINT (27.541124999996764 -25.646624999996988),0.7347862720489502,1114,1
POINT (27.790624999996734 -25.62837499999699),0.3330382704734802,958,9
POINT (27.702374999996746 -25.485124999997005),0.43457233905792236,958,0
POINT (27.163374999996808 -25.280874999997028),0.7385892271995544,1293,12
POINT (27.011874999996827 -25.27212499999703),0.96469646692276,1520,8
POINT (26.96512499999683 -25.258874999997033),0.96469646692276,1326,6
POINT (27.617874999996754 -25.36637499999702),0.8174889087677002,1423,0
POINT (26.985124999996827 -25.896374999996958),0.3241516649723053,1152,0
POINT (27.525374999996764 -25.86862499999696),0.7423532605171204,2000,12
POINT (27.74787499999674 -25.493124999997004),0.4498167932033539,1212,0
POINT (27.59137499999676 -25.35387499999702),0.8174889087677002,1138,0
POINT (27.57812499999676 -25.376624999997016),0.430854856967926,1645,0
POINT (27.007124999996826 -25.334874999997023),0.7235245704650879,1054,0
POINT (27.846624999996727 -25.417124999997014),0.3086203634738922,1213,1
POINT (27.587874999996757 -25.483374999997004),0.8163173198699951,1004,0
POINT (26.952874999996833 -25.35862499999702),0.7385580539703369,1536,1
POINT (27.522124999996766 -25.16837499999704),0.732654869556427,1366,0
POINT (27.187124999996804 -26.017374999996942),0.7436761260032654,1211,0
POINT (27.603624999996757 -25.727624999996976),0.7305664420127869,986,4
POINT (27.005124999996827 -25.561874999996995),0.7296520471572876,1206,1
POINT (27.55987499999676 -26.011124999996944),0.7624558210372925,1052,2
POINT (27.376374999996784 -25.853624999996963),0.7247917652130127,980,0
POINT (26.96512499999683 -25.201624999997037),0.96469646692276,1430,10
POINT (26.98462499999683 -25.405124999997014),0.7385580539703369,1515,10
POINT (27.376624999996782 -25.95312499999695),0.4268828332424164,1313,1
POINT (27.14137499999681 -25.501624999997002),0.7265347838401794,681,0
POINT (27.609874999996755 -25.68962499999698),0.7305664420127869,59,1
POINT (27.203874999996803 -25.758124999996973),0.96469646692276,1548,14
POINT (26.97837499999683 -25.582624999996995),0.7310836315155029,920,6
POINT (27.50637499999677 -25.715874999996977),0.7299669981002808,893,1
POINT (26.97237499999683 -25.927624999996954),0.29465171694755554,1413,0
POINT (27.73962499999674 -25.44937499999701),0.8186235427856445,1340,0
POINT (26.96362499999683 -25.661874999996986),0.735663652420044,1453,4
POINT (27.609624999996754 -25.755374999996974),0.40287476778030396,771,0
POINT (27.632624999996754 -25.917374999996955),0.7652533054351807,890,0
POINT (26.96412499999683 -25.667874999996982),0.735663652420044,1104,10
POINT (27.295124999996794 -25.216124999997035),0.7791848182678223,1344,2
POINT (27.793874999996735 -25.60912499999699),0.17644017934799194,503,5
POINT (27.568124999996762 -25.646124999996985),0.7347862720489502,1472,8
POINT (27.593874999996757 -25.664874999996986),0.7309831976890564,948,2
POINT (27.163124999996807 -25.68312499999698),0.96469646692276,1084,0
POINT (27.55537499999676 -25.20487499999704),0.37859684228897095,1494,2
POINT (27.003124999996828 -25.518624999997),0.7363992929458618,1364,5
POINT (27.50562499999677 -25.319124999997026),0.7455899119377136,1452,0
POINT (27.48937499999677 -25.669374999996982),0.2141171544790268,1157,0
POINT (27.57487499999676 -25.643374999996986),0.7347862720489502,1329,3
POINT (27.41387499999678 -25.34487499999702),0.7440930604934692,734,0
POINT (27.684124999996747 -25.574124999996997),0.4062223732471466,1429,5
POINT (27.248124999996797 -25.27087499999703),0.38703393936157227,574,0
POINT (27.2521249999968 -25.836624999996964),0.7449843883514404,1830,8
POINT (27.327124999996787 -25.95712499999695),0.7430821657180786,1032,0
POINT (27.04412499999682 -26.023374999996943),0.7443878650665283,1688,3
POINT (27.12312499999681 -25.85312499999696),0.752383291721344,1460,2
POINT (27.32012499999679 -25.920874999996954),0.7430821657180786,1832,9
POINT (27.095874999996816 -25.856374999996962),0.752383291721344,783,3
POINT (27.212874999996803 -25.677874999996984),0.2758234143257141,1771,9
POINT (27.57387499999676 -25.61787499999699),0.7347862720489502,1086,7
POINT (27.42587499999678 -25.70837499999698),0.7259336709976196,1086,0
POINT (27.65137499999675 -25.887124999996956),0.7652533054351807,1477,0
POINT (27.2331249999968 -26.01712499999694),0.7436761260032654,998,0
POINT (27.31162499999679 -25.737374999996977),0.40137308835983276,762,2
POINT (27.15462499999681 -25.635874999996986),0.7287656664848328,1328,1
POINT (27.04937499999682 -25.298624999997028),0.96469646692276,1293,0
POINT (26.949624999996832 -25.43937499999701),0.7386614084243774,1565,8
POINT (27.627874999996752 -25.681374999996983),0.3506971299648285,1036,0
POINT (27.319874999996788 -25.669624999996984),0.7226586937904358,256,9
POINT (27.442624999996774 -25.993874999996944),0.3810998201370239,1680,13
POINT (27.187124999996804 -25.238874999997034),0.96469646692276,1332,3
POINT (27.364624999996785 -25.326124999997024),0.7454482316970825,1486,7
POINT (27.507624999996768 -25.28637499999703),0.7455899119377136,1461,3
POINT (27.086124999996816 -25.479374999997006),0.40010306239128113,1044,3
POINT (27.08662499999682 -25.81012499999697),0.7519874572753906,1415,10
POINT (27.213624999996803 -25.677624999996983),0.2758234143257141,1274,5
POINT (27.704874999996743 -25.583124999996993),0.43392515182495117,1361,0
POINT (27.687124999996747 -25.575374999996995),0.4062223732471466,1603,4
POINT (27.03812499999682 -25.505874999997),0.7363992929458618,1195,3
POINT (27.424124999996778 -25.608124999996992),0.7299534678459167,1081,3
POINT (27.73562499999674 -25.80412499999697),0.3850597143173218,1110,1
POINT (27.186374999996804 -25.707124999996978),0.96469646692276,732,0
POINT (27.08812499999682 -25.550624999996998),0.7265347838401794,1484,0
POINT (27.2543749999968 -25.594124999996993),0.17932716012001038,968,1
POINT (27.441374999996775 -25.487624999997006),0.7396225929260254,511,0
POINT (27.84537499999673 -25.464874999997008),0.7873076796531677,1192,0
POINT (27.32687499999679 -25.557624999996996),0.7257552742958069,1332,0
POINT (27.74312499999674 -25.832624999996966),0.7489325404167175,1505,0
POINT (27.595374999996757 -25.687374999996983),0.7305664420127869,225,4
POINT (27.503874999996768 -25.169374999997043),0.96469646692276,1686,0
POINT (27.430374999996776 -25.696124999996982),0.7259336709976196,1186,0
POINT (27.673124999996748 -25.772874999996972),0.7266091704368591,1241,0
POINT (27.06712499999682 -25.16762499999704),0.96469646692276,1559,4
POINT (27.107624999996816 -25.431624999997013),0.7290828824043274,1189,2
POINT (27.448874999996775 -25.168124999997044),0.7850444912910461,1042,0
POINT (27.13987499999681 -25.714374999996977),0.7284844517707825,1005,0
POINT (27.530874999996765 -25.36612499999702),0.8184947371482849,1224,0
